Year;Author;Title;Abstract;estado;justificacion;fase2_score;fase2_clasificacion;fase2_justificacion;fase2_model_used
2015;"Sauder, J.F.; Thomson, M.";The mechanical design of a mesh Ka-band parabolic deployable antenna (KaPDA) for cubesats;A Ka-band high gain antenna would provide a 10,000 times increase in data communication rates over an X-band patch antenna and a 100 times increase over state-of-the-art S-band parabolic antennas. Unfortunately, such a design does not exist as current CubeSat high gain antennas have focused on S-band. JPL has initiated a research and technology development effort to design a half-meter Ka-band parabolic deployable antenna (KaPDA) which would stow in 1.5U (10 cm × 10 cm × 15 cm) and provide 42dB of gain (50% efficiency). The KaPDA design must solve conflicting mechanical requirements on surface accuracy, stowed space, and ability to deploy. The development of a conceptual design that satisfies each requirement is discussed in this paper. The design uses folding ribs to fit in the stowage space, deep rib sections with precision hinges to maintain surface accuracy, and a combination of an innovative inflating bladder and springs to deploy the antenna. RF simulations show that after losses, KaPDA would have about 42 dB gain, at 50% efficiency. KaPDA would create opportunities for a host of new CubeSat missions by allowing high data rate communication which would enable using data intensive instruments or venturing further into deep space, including interplanetary missions. © 2020 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: state-of-the-art;;;;
2024;"Joshi, P.; Sharma, I.B.; Sharma, M.M.";The miniature reconfigurable circular disc monopole antenna with tunable band-notch feature;This manuscript presents a miniature reconfigurable circular disc monopole antenna with tunable band-notch feature. The impedance bandwidth (IBW) of the patch antenna is 2.95-19.9 GHz, which covers the full UWB frequency band (3.1-10.6 GHz). The modified circular patch has an inverted U-shaped slot with one PIN diode. The ground plane has a small rectangular center slot. The on/off switching configuration of the PIN diode provides frequency hopping of the notch band for 3.4-3.69. GHz (WiMAX) band, the 3.8-4.2 GHz (C-band), the 4.4-4.8 GHz (INSAT and fixed satellite service band) and the 5.15-5.825 GHz (WLAN band). The size of the antenna is 30x40x1.6 mm3. The designed antenna provides good simulated results in terms of return loss, realized gain, surface current and radiation pattern. © 2025 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2024;"Tsoupos, K.; Tzelepis, S.; Sklavenitis, G.; Stoupis, D.; Pavlakis, G.; Bountzioukas, P.; Athanasiadou, C.; Ha, L.; Palma, D.; Franchi, L.; Hatzopoulos, A.";The On-board Computer of the AcubeSAT mission;The architecture of the On Board Computer (OBC) subsystem for CubeSats is naturally evolving, characterized by the integration of low-power, lightweight components, cutting-edge microprocessors harnessing multiprocessor or heterogeneous computing, and sophisticated algorithms enabling autonomous operation in increasingly compact platforms. Despite the ongoing standardization efforts within the space community, the unique payload requirements of the AcubeSAT mission, an open-source nanosatellite that aims to probe the effects of radiation and microgravity on eukaryotic cells in Low Earth orbit (LEO) within the FYS3 program of the European Space Agency (ESA) Education Office, necessitated the development of a custom, cost-effective module. This module shall not only meet the spatial and functional demands of the mission but also serve as an educational tool, providing valuable hands-on experience to project members involved in designing space-grade equipment and developing critical system software that follow the European Cooperation for Space Standardization (ECSS) Standard. The single Printed Circuit Board (PCB) hosts two distinct subsystems: one resembling a conventional OBC responsible for telecommand execution, telemetry fetching, onboard time synchronization, in-orbit patching, and Fault Detection Isolation and Recovery (FDIR). The second entails the implementation of an Attitude and Orbit Control System (AOCS) for both nominal and downlinking scenarios, facilitating a directional patch antenna for payload data transmission. The hardware for each subsystem resides on separate sides of the PCB and includes non-volatile memories for critical data and telemetry storage, custom radiation-tested Latch-up Current Limiter (LCL) protection circuits, sensors, interfaces with the Payload Subsystem, the actuators and the rest of the in-house and Commercial of the Shell (COTS) components, all while maintaining compatibility with the LibreCube standard. At the core of each subsystem lies a Radiation Tolerant Advanced RISC Machines (ARM) Cortex-M7 MCU. This architecture not only decentralizes processing power, mitigating single points of failure but also leverages redundancy capabilities. This paper aims to elucidate the decision-making process, design iterations, and development stages of the custom board and accompanying in-house software. Insights garnered from the initial partially successful environmental test campaign at the ESA CubeSat Support Facility (CSF) will be shared, along with the ensuing preparations, results, and lessons learned from subsequent testing endeavors in April 2024. Furthermore, the current developmental status will be discussed alongside future Electromagnetic Compatibility (EMC) testing, integration plan on a FlatSat, and prospects for the open-source design as a cost-effective, and modular solution that can be tailored with little effort for upcoming missions. © 2025 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat, nanosatellite;0.2;excluido;The abstract primarily focuses on the design and implementation of the On-Board Computer (OBC) and Attitude and Orbit Control System (AOCS) for the AcubeSAT mission. While it mentions a 'directional patch antenna for payload data transmission,' the primary focus is not on the design, performance evaluation, or implementation of microstrip or printed antennas specifically for CubeSat communication systems. The content is more centered around the OBC and AOCS subsystems, their hardware, and software components.;qwen/qwen-2.5-72b-instruct
2021;"Bezgin, A.A.; Savochkin, A.A.";The Patch Circular Polarization Antenna for Autonomous Marine Platforms;The principle of creating antennas for autonomous marine measuring platforms designed to study and control the parameters of the ocean and the near atmosphere was described in the paper. For small-sized buoys such as SVP and its other varieties, it is advisable to use multilevel patch antennas which, operating in satellite data transmission system and global navigation satellite system frequency ranges. Two versions of multilevel circular polarization antennas was developed for the Argos-3/GPSLl, L2 and Iridium/GPS/ GLONASS satellite systems. The arrangement of patch different sizes circular polarization emitters one above the other preserves their polarization characteristics and ensures matching at different frequencies. With a slight difference in the size of the radiators, it is possible to create broadband antennas. To create circular polarization, methods of introducing inhomogeneity into emitters geometry and a two-point antenna feed with a phase difference of 90 degrees were used. The small dimensions of antennas allow them to be used in autonomous marine measuring devices such as SVP buoy. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2023;"Karibayev, B.; Meirambekuly, N.; Namazbayev, T.; Kozhakhmetova, B.; Chezhimbayeva, K.; Kulakayeva, A.";The Possibilities of Using Fractal Antennas in Modern Wireless Communication Technologies;This article discusses the possibilities of using fractal antenna systems in wireless communication systems, their features and the main advantages of using them. The presence of the property of self-similarity of fractal structures allows them to be implemented in the creation of broadband and multiband antennas. Therefore, today the capabilities of a fractal antenna are widely studied in wireless communication systems such as 5G, 4G (LTE), Bluetooth, WLAN, WiMAX, GPS and others. The article also presents the main characteristics of fractal antennas and the practical implementation of the antenna model in the Ansys HFSS program. Simulation results, such as S11-parameter, radiation pattern and gain for MIMO patch antenna based on anisotropic fractal, and L, S band patch antenna for CubeSat nanosatellites are presented. © 2023 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.85;observación;The abstract mentions the practical implementation of fractal antennas, specifically for CubeSat nanosatellites, which aligns with the focus on microstrip or printed antennas for CubeSat communication systems. The phrase 'L, S band patch antenna for CubeSat nanosatellites' indicates that the study includes relevant design and performance evaluation for CubeSat applications.;qwen/qwen-2.5-72b-instruct
2025;"Kim, G.; Kim, H.; Ha, N.; Cho, J.; Park, K.; Kim, S.";Theoretical Analysis and Design of Metasurface Antennas for Wide Beamwidth and Dual Circularly Polarized High Gain;This article presents an in-depth study on the design and analysis of metasurface (MTS) antennas optimized for high gain and wide-beamwidth performance in X-band applications. The proposed MTS antennas are comprehensively analyzed using impedance layer models with Sommerfeld-type integrals and image theory. The proposed MTS can function as a perfect magnetic conductor (PMC), perfect electrical conductor (PEC), or reactive impedance surface (RIS) depending on the conditions. In high-gain configurations, the MTS antenna is 26.5 x 26.5 x 2.52 mm3 and achieves a peak boresight gain of 10.1 dBi at 9 GHz under PMC, with boresight gain reduction observed at 11 GHz as it transitions toward PEC. The −10-dB impedance bandwidth exceeds 25%, covering the 6.7 ∼ 8.7 -GHz range. For wide-beamwidth applications, the antenna is 16.5 x 16.5 x 3.04 mm3 and incorporates an RIS to mitigate ground plane effects, resulting in a 3-dB beamwidth of 140° (H-plane) and 104° (E-plane). In addition, a dual circular polarization (CP) MTS antenna is proposed, utilizing a cascaded hybrid coupler to achieve a maximum gain of 14 dBic at 8.35 GHz in a 2 x 2 array configuration while maintaining an axial ratio (AR) below 1.5 dB across the specified X-band frequencies. © 2025 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2020;"Kubicka, M.; Koudelka, O.; Evans, D.; Zeif, R.; Henkel, M.; Hörmer, A.J.";Thermal Vacuum Tests and Thermal Properties on ESA's OPS-SAT mission;OPS-SAT is a 3U CubeSat, designed for versatile use as an experimental platform for industry and universities, to demonstrate new operational concepts and prototype software in a real space environment. The satellite offers numerous payloads alongside the satellite bus, all of which might be used by an OPS-SAT experiment. The unpredictable nature of experiments with respect to the use of payload components raises certain unknowns, in particular concerning power consumption. As a result, the thermal behaviour throughout the satellite depends largely on which of the several on-board experiments and the associated payloads are switched on. OPS-SAT offers a variety of communication modules, such as a UHF transceiver, an S-Band transceiver, a Software Defined Radio (SDR), an X-Band transmitter and an optical receiver. The peak power consumption of OPS-SAT may exceed 30 watts during high power experiments. The S-Band transceiver consumes up to 10 watts during ground station passes and the so-called Satellite Experimental Processing Platform (SEPP), the heart of OPS-SAT experiments, consumes up to 8 watts constantly. This work provides an overview of the design and the thermal considerations on OPS-SAT and the results of the thermal vacuum (TVAC) test campaign. The results yield an average thermo-optical emissivity of 0.79 to 0.84 and the thermal power distribution on the spacecraft surface, and demonstrate the special case of the thermally isolated S-Band and X-Band patch antennas. Based on the derived results, predictions can be made about the thermal behaviour during various load cases and during periods with an active S-Band transmitter. © 2020 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2017;"Liu, X.; Jackson, D.R.; Chen, J.; Liu, J.; Fink, P.W.; Lin, G.Y.; Neveu, N.";Transparent and Nontransparent Microstrip Antennas on a CubeSat: Novel low-profile antennas for CubeSats improve mission reliability;This article reviews the development of some novel low-profile antennas for CubeSats. The integrated antennas were developed using microstrip-antenna technology, and the antennas were designed to be low profile while having minimal (or zero) blockage of the solar panels on the CubeSat. Two types of designs were investigated: 1) transparent antennas, which are placed above the solar panels (supersolar) and 2) nontransparent antennas, which are placed below the solar panels (subsolar). For past: using transparent metal and using a wire mesh design. The transparent metal indium tin oxide has a comparatively high sheet impedance, which makes an antenna design less efficient. Also, there is a tradeoff between conductivity and transparency [6]. However, a highly conductive thin mesh structure has demonstrated a reasonable efficiency and a high transparency [7]. The substrate must then also be transparent, e.g., glass or quartz. © 2017 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2022;"O. R. Alobaidi; P. Chelvanathan; S. K. Tiong; B. Bais; M. A. Uzzaman; N. Amin";Transparent Antenna for Green Communication Feature: A Systematic Review on Taxonomy Analysis, Open Challenges, Motivations, Future Directions and Recommendations;Recent years have illustrated the significantly pervasive interest in transparent antennas. The number and the popularity of transparent antenna applications have escalated dramatically. Although antenna applications are diverse and available across multiple platforms, some of these antennas are unsuitable for practical usage, particularly in cases associated with renewable energy. As such, this study presents the review of related articles pertaining to transparent antennas across a range of platforms to identify their best practices. The methods applied in prior research work within this domain were identified. Relevant articles published between 2015 and September 2020 were gathered from four major databases: Science Direct, Web of Science (WOS), IEEE Xplore, and Scopus. The identified indicators were considered as broad and reliable to cover this field of literature. The articles (n=81) were selected based on inclusion and exclusion criteria. This paper concentrates on the present views and opportunities to further understand the research segment of transparent antenna.;0;EXCLUDED: Contains exclusion keywords: systematic review;;;;
2023;"Mukherjee, A.; Sarkar, D.";Transparent Binomially Tapered Series-Fed Patch Array With Circular Polarization for Space Surveillance and Tracking MIMO Radar;In this paper, design of a two transmitter four receiver (2TX-4Rx) MIMO Radar consists with optically transparent binomially tapered series fed patch (BT-SFP) antenna placed above the solar cell is proposed. First, circular polarization (CP) is imposed on the BT-SFP to make its operation space-compatible. Furthermore, the effect of the solar cell on the CP behaviour is critically examined. The proposed antenna provide gain of 9.74 dBic with wide CP beamwidth of 95° and low side lobes. The obtained -10 dB impedance bandwidth (IBW) is 532 MHz and 3 dB axial ratio bandwidth (ARBW) is 57 MHz, which makes the proposed Radar deployable on a small cubesat for on-board space-surveillance and tracking (SST) applications. © 2024 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2013;"Neveu, N.; Garcia, M.; Casana, J.; Dettloff, R.; Jackson, D.R.; Chen, J.";Transparent microstrip antennas for CubeSat applications;Simple antennas such as wire whips are commonly used on CubeSats because they do not obstruct the solar panels. These are mechanically deployed and prone to failure. This paper offers several antenna solutions that address the challenges associated with launching standards and the need for solar panels. Each design aims to fit onto a face of a 3-unit (3U) CubeSat. The design frequencies are 2.4 GHz and 434 MHz for ground communication, 1.616 GHz for communication with the Iridium satellite constellation, and 900 MHz for communication between CubeSats. Based on the simulation results, three types of patch antennas were fabricated: silver mesh antennas on quartz substrates, solid patch antennas of Indium Tin Oxide (ITO) on glass substrates, and a copper slatted ring resonator antenna on RO4533 substrate. © 2013 IEEE. © 2014 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2019;"Liu, X.; Jackson, D.R.; Ingram, E.; Chen, J.; Seko, M.H.";Transparent microstrip antennas for cubesats;Transparent microstrip antennas are explored for use on CubeSats. A review of methods for making transparent antennas is given, including the use of transparent metal, the use of meshed surfaces, and the creation of holey structures that have a periodic array of holes drilled through the structure. © 2020 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2016;"Saponjic, N.; Debogović, T.; Bongard, F.; Robustillo-Bayon, P.; Viganò, M.C.; Krummen, M.; Landis, J.-D.; Sabbadini, M.";Tunable radiator for small satellite application;A tunable radiator for space application has been developed to meet stringent requirements in terms of electrical and environmental specifications but also low mass, simple manufacturing and low cost. The element is based on the folded PIFA antenna, with size of one quarter of wavelength. It is mechanically tunable to adjust input impedance for any various positions on the satellite body and possible obstacles and protrusions. Results in terms of radiation pattern, S parameters, shock and vibration tests are presented. The antenna operates in UHF band (400 MHz) and it has been designed to act as the basic element for miniaturised multi-function antenna systems on board of small satellites that can operate in three different radiating modes. © 2016 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2018;"Vieira, J.M.; Yoshimoto, E.; Ferreira, F.G.; Pereira, V.M.; Heckler, M.V.T.";UHF and S-band antenna arrays for nano-satellite-based data-relay;In this work, two antenna arrays to receive and retransmit environmental data over a nano-satellite are presented. The main challenge was to integrate an unidirectional antenna operating in UHF onto the nano-sat. The comparison between computational and measured results are presented and discussed, whereby good performance in terms of radiation properties has been obtained for both UHF and S-band arrays. © 2020 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch, Cubesat_Small_Satellite;;;;
2015;"Walker, H.J.; Allan, P.M.";Ukube-1 planning and operations;UKube-1 is the UK Space Agency's first CubeSat and it is a 3-unit CubeSat with six payloads. It was launched on 8 July 2014, and operations have been conducted since then using the Ground Station at Chilbolton Observatory, and a custom-built Ground Segment. It uses UHF for uplink and VHF for downlink. The CubeSat is a technology demonstrator and the needs of the six payloads are very different, with two communications payloads (a demonstrator S-band radio and patch antenna, and FL'Ncube-2), two with novel hardware from industrial groups and two with hardware for scientific applications from university groups. The Ground Segment allows the needs of the different payloads to be addressed, commanding to be pre-planned and tested using a software simulator, and some processing (and checking) of the data and housekeeping is performed before the data is distributed to the payload providers. The flexibility provided by the custom-built Ground Segment proved invaluable, since its modular design meant that an alternative method of communicating with the satellite could be inserted into the system when the original end-To-end system was found to have issues, and as new methods of operation were designed they could be included in the command uplink and downlink chain. It was also possible to uplink new procedures onto the CubeSat providing payloads with alternative methods of operation. These showed that the approach adopted here could be extended to future CubeSats without affecting platform and payload selection. © 2017 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.2;excluido;The abstract primarily focuses on the planning, operations, and ground segment of the UKube-1 CubeSat. While it mentions the use of UHF and VHF for uplink and downlink, and a patch antenna for one of the payloads, it does not provide detailed information on the design, performance evaluation, or implementation of microstrip or printed antennas specifically for CubeSat communication systems. The focus is more on the operational aspects and the Ground Segment's flexibility.;qwen/qwen-2.5-72b-instruct
2022;"Hammoumi, M.E.; El Amrani El Idrissi, N.; Raad, R.; Theoharis, P.I.; Tubbal, F.; Abulgasem, S.";Ultra Wideband Dual Circularly Polarized Patch Antenna for 5G and CubeSat Applications;In this paper, we propose a compact single-fed corner arc-truncated square patch antenna with T -diagonal slot and periodically defected ground (PDGS) plane for X band and mm-wave CubeSat applications. A square patch antenna printed on a grounded FR4 slab is used as the building block. Furthermore, its performance is enhanced in terms of impedance bandwidth by adding periodically circular slots in the ground plane to obtain ultra-wideband characteristics. Dual circular polarization, at two resonant frequencies of 10 and 25.6 GHz is achieved by loading the patch with a T-diagonal slot and truncating the corners in an arc shape. Its main features are dual resonance at 10 GHz and at 25.6 GHz, dual circular polarization, ultra-wide band characteristics as well as its compact size of 0.5λ0× 0.5λ0× 0.058λ0 at a resonant frequency of 10 GHz. © 2022 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: patch antenna, CubeSat;0.85;observación;The abstract specifically mentions the design and performance evaluation of a compact single-fed corner arc-truncated square patch antenna for X band and mm-wave CubeSat applications. Key phrases such as 'X band and mm-wave CubeSat applications' and 'dual circular polarization, at two resonant frequencies of 10 and 25.6 GHz' indicate that the study is relevant to microstrip and printed antennas for CubeSat communication systems.;qwen/qwen-2.5-72b-instruct
2021;"Veljovic, M.; Skrivervík, A.K.";Ultralow-profile circularly polarized reflectarray antenna for CubeSat intersatellite links in K-band;An ultralow-profile circularly polarized (CP) reflectarray (RA) antenna is presented in this article, based on the variable-rotation technique for beam collimation and scanning. Starting from a conventional split-loop element, a new wideband element is designed having a single conductor layer on a single thin dielectric. The RA element, based on two coupled microstrip loops, exhibits a dual-resonant CP behavior and a stable response over a wide range of incident angles and frequencies. The wideband response is explained through eigenmode and full-wave simulations in an infinite-array environment, by examining the current distributions on the coupled loops. A high-gain 900-element offset-fed RA antenna is designed for CubeSat intersatellite links at 24.6 GHz using the proposed element. A new element rotation procedure is used to determine the required rotation angles, while eliminating phase errors in the RA aperture. The antenna prototype exhibits a 1 dB gain bandwidth of 6.8% and an axial ratio smaller than 1 dB, with the array profile of only 0.042λ<inf>0</inf> at 24.6 GHz. The maximum measured antenna gain is 31.5 dBi, which corresponds to a total aperture efficiency of 58%. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: reflectarray;;;;
2023;"Hammoumi, M.E.; Tubbal, F.; Idrissi, N.E.A.E.; Theoharis, P.I.; Abulgasem, S.; Raad, R.";Ultra-Wideband CPW-fed Printed Monopole Antenna for 5G and CubeSat Applications;An ultra-wide band (UWB) linearly polarized CPW-fed printed monopole antenna is designed. The proposed antenna has a total size of 1.08λ0×1.08λ0 ×0.23λ0 operates in C-band, achieves a wide-10 dB impedance bandwidth and a high gain. To maintain the UWB feature and to enhance the radiation performance, the circular shaped patch, and the Artificial Magnetic Conductor (AMC) respectively. Moreover, the multi in-phase properties of AMC's unit cell leads to a significant increase of the total gain. The simulation results show a UWB of 193.1% (4.8-16 GHz) and a octal gain of 8.9 dBi at an operating frequency of 5.8 GHz. © 2024 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2021;"Rahman, M.; Ryu, H.-G.; Hossain, N.";Ultra-wideband slotted patch antenna for mm-Wave wireless & ku-band satellite system;Integrated service of satellite and beyond 5G (B5G) or 6G mobile applications is definitely expected in the next generation communications. With the ever increasing number of wireless communication population, the higher enhanced mobile broad band (eMBB) of very wide frequency bandwidth is required for the beyond SG (BSG) or the next 6G mobile system. Also, satellite communication is expected to connect and support the future mobile system with small antenna size. Therefore, in this paper, a compact ultra-wideband slotted hexagonal patch antenna is designed to use for the integrated service of satellite and beyond 5G (B5G) or 6G mobile communications whose overall dimension is 12x9x0.787 mm^3. In this paper, a slotted hexagonal ground plane is presented, which is operated in the Ku-band frequency (17.608 ~ 19.64) GHz for satellite communication, and in the UWB(ultra-wideband) which has the impedance bandwidth of (30 ~ 52) GHz for future mm-wave applications. The antenna resonates at different frequencies including the mm-Wave frequency band of 37 GHz. The maximum gain of the proposed antenna is 6.49 dBi. © 2021 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Cubesat_Small_Satellite;;;;
2021;"Cherevko, A.G.; Morgachev, Y.V.";Unit Cells of Flexible Printed Graphene Reflectarray Antenna for Satellite and Microwave Communications;Flexible reflectarray are widely used as deployable antennas in the design of small satellites (weight about 320 kg) to reduce the weight and size characteristics. Modern flexible reflectarray antenna use metals as the conductive material. Graphene has unique properties that are suitable for flexible antenna systems-mechanical stability, low specific gravity and cost. This paper is the first to consider the possibility of using graphene as a conductive material in the design of unit cell elements of a reflectarray antenna in the GHz range: A patch element, a patch element with a ring, and a patch element with a delay line. The minimum values of the incident wave amplitude and the phase variation range for each element were-4.08 dB and 327.6 degrees,-19.63 dB and 684.73 degrees,-6.24 dB and 526 degrees, respectively. The comparison of the obtained characteristics of unit cell elements with similar silver elements is carried out. Comparison of the characteristics with the literature analogs showed that the printed graphene unit cell elements of the reflectarray antenna have satisfactory characteristics. © 2022 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: reflectarray;;;;
2018;"Rajab, M.; Elramly, S.H.; El-Hefnawi, F.; Bannis, M.H.";UWB with Gain Enhancement Archimedean Spiral Microstrip Antennas for On-board Satellite Communications;Microstrip Archimedean spiral antenna is appropriate for wideband CubeSat communications because of its light weight and small size. This paper presents a spiral microstrip antenna designed on FR-4 substrate achieving an ultra-wide band covering all working satellite bands. The proposed antenna is characterized by high gain and directive beam with suitable radiations at multiple frequencies. © 2019 Elsevier B.V., All rights reserved.;1;INCLUDED: All concepts present (Microstrip_Antenna_Patch=YES, Cubesat_Small_Satellite=YES). Keywords found: microstrip antenna, CubeSat;0.9;incluido;The abstract clearly focuses on the design and performance evaluation of a microstrip Archimedean spiral antenna specifically for CubeSat communications. Key phrases include 'wideband CubeSat communications', 'ultra-wide band covering all working satellite bands', and 'high gain and directive beam with suitable radiations at multiple frequencies'. These elements align well with the inclusion criteria of the systematic review.;qwen/qwen-2.5-72b-instruct
2024;"Shim, H.; Bae, Y.; Kee, C.; Koo, I.H.";Verification and Hardware Implementation of Single-Frequency RTK-Based Precise Relative Navigation for SNUGLITE-III CubeSat;In this paper, we address the verification and hardware implementation challenges of real-time kinematics (RTK)-based precise relative navigation for SNUGLITE-III CubeSat, which performs autonomous formation flying and rendezvous docking in low Earth orbit (LEO). To adapt the algorithm to the CubeSat platform and apply centimeter-level relative navigation using only single-frequency measurements commonly available in GPS receivers for CubeSat, various performance degradation issues arise due to constraints imposed by the onboard systems, such as limited power, computing resources, and redundancy assurance. Therefore, when applying GPS-based precise relative navigation to CubeSat missions for autonomous formation flying and rendezvous docking, it is essential to consider the performance impact resulting from the hardware characteristics of the onboard computer, space GPS receiver, and GPS antenna. The relative navigation algorithm used in this application is developed based on a software GPS simulator in a LEO environment. Before validating the algorithm for satellite deployment, ground validation must be prioritized. In other words, understanding the differences between the LEO and ground environments and establishing a sequential verification procedure for the relative navigation algorithm are required. For this purpose, we aim to validate the developed precision relative navigation algorithm for CubeSats incrementally using measurements collected on the ground and analyze the actual hardware characteristics to achieve algorithm verification goal. To validate the utility of the proposed technique, we first verify the effectiveness of the developed CubeSat RTK relative navigation algorithm. Here, the algorithm's validation and performance are analyzed by utilizing actual measurements with reliable high-cost GPS receivers and antennas. Subsequently, hardware characteristics and performance analysis are conducted by sequentially applying GPS patch antennas and space GPS receivers installed on the CubeSat. Through the proposed technique, we demonstrate that SNUGLITE-III CubeSat relative navigation system can provide centimeter-level performance, even when considering the hardware characteristics of the CubeSat platform. © 2024 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2023;"Lodi, M.B.; Muntoni, G.; Simone, M.; Fanti, A.; Mazzarella, G.";Wideband Antennas for Cubesat Platforms: Design and Multiphysics Analysis;The paradigm of new space economy is demanding for innovative, cost-effective solutions to enable future missions. To this aim, CubeSat platforms proved to play a key role. The communication sub-system is crucial for these nanosatellites, and the antenna is the core element. To push the forefront, the challenging field of CubeSat antennas design demands for innovative design methodologies, new materials and disruptive manufacturing approaches, such as additive manufacturing. Considering specific mission requirements, combined with the harsh space environment, a given antenna layout must effectively perform. To this aim, multiphysics simulations can help in discriminating between different design, while favoring the understanding of potential risky situations. This work deals with the presentation of methodologies for designing innovative antennas for CubeSat applications. In particular, a 3D-printed curved stacked patch antenna working in the S-band and a stacked patch antenna array working in the Ka-band will be presented. The electromagnetic performances of the antennas have been studied with a numerical multiphysics model considering the thermal and mechanical variations during a simulated CubeSat mission. © 2024 Elsevier B.V., All rights reserved.;0;EXCLUDED: Contains exclusion keywords: 3D-printed;;;;
2018;"Veljovic, M.; Skrivervík, A.K.";Wideband cavity-backed CubeSat antenna in S band;The Telemetry, Tracking and Command (TT&C) antennas are a crucial component of small satellites, as their in-orbit attitude is not always well-defined. The TT&C antenna design for a CubeSat is an even more challenging task, considering the volume restrictions imposed by the standard, and the bandwidth requirements for a duplex communication. A detailed design process of a low profile S-band antenna, suitable for CubeSat applications, is presented in this paper. The fabricated prototype exhibits a 10-dB impedance bandwidth of 40 %, and a 3-dB axial-ratio bandwidth of 32 %. © 2020 Elsevier B.V., All rights reserved.;0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
2019;"Ameen, M.; Ahmad, O.; Chaudhary, R.K.";Wideband circularly‐polarised high‐gain diversity antenna loaded with metasurface reflector for small satellite applications.;"This Letter demonstrates the design of a two‐element polarisation diversity antenna, applicable for modern small satellite application systems. The intended antenna mainly consists of two monopole radiators loaded with metasurface reflector as a ground plane. The dimensions of the radiator antenna are 40 × 22 × 1.6 mm3. The antenna measured results offers a wider S11 bandwidth of (2.23–2.91 GHz) and wider axial ratio bandwidth (ARBW) of (2.16–2.92 GHz) with a common S11 and ARBW of 26.45% is obtained. A maximum gain of 7.02 dBic and isolation better than 14.5 dB is observed along with the operating frequency range. The antenna provides an ARBW(&lt; 3 dB) and gain (&gt; 2.38 dBic) for theta = ± 45°, for all phi values along with the complete operating frequency range. Also, the antenna port‐1 provides left‐handed circular polarisation and port‐2 provides right‐handed circular polarisation radiation with directional radiation characteristics.";0;EXCLUDED: Missing required concepts: Microstrip_Antenna_Patch;;;;
